Date,Wig,Wig20,PlnChfRate,PlnEurRate,PlnGbpRate,PlnUsdRate,CpiChf,CpiGbp,CpiPln,CpiUsd,CpiEur,InterestRatePln,PublicDebtPL,POL_DebtPerGDP,POL_PopulationGrowth,POL_Unemployment,POL_GDP_Growth,POL_GDP,POL_GDP_PC,POL_GDP_PPP,POL_GDP_PPP_PC,EU_GDP_Growth,EU_GDP,EU_GDP_PC,EU_GDP_PPP,EU_GDP_PPP_PC,Lse,Nasdaq,Nyse,
01.05.2023,,,,,,,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,,,,
30.04.2023,,,,,,,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,,,,
29.04.2023,,,,,,,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,,,,
28.04.2023,64408.89,1923.09,4.6619,4.5889,5.2005,4.1753,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,8346,12226.58008,15545.87988,
27.04.2023,64646.79,1948.07,4655,4.5915,5.1805,4.1541,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,8084,12142.24023,15431.63965,
26.04.2023,63551.33,1888.61,4.6702,4.5887,5.1861,4.1557,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7986,11854.34961,15228.58008,
25.04.2023,64109.29,1890.69,4.6993,4598,5.1958,4.1649,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,8092,11799.16016,15363.53027,
24.04.2023,63825.54,1910.52,4.7116,4.6129,5.2176,4.1905,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,8032,12037.2002,15606.70996,
23.04.2023,,,4701,4.6039,5.2086,4.2006,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,8032,12037.2002,15606.70996,
22.04.2023,,,4.6914,4.6109,5.2296,4.2024,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,8032,12037.2002,15606.70996,
21.04.2023,63873.03,1900.63,4.7023,4.6278,5.2529,4.2244,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,8084,12072.45996,15578.92969,
20.04.2023,64259.78,1911.19,4.7031,4.6286,5.2428,4.2151,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7952,12059.55957,15582.94043,
19.04.2023,63916.91,1896.87,4.7222,4.6341,5231,4.2261,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7930,12157.23047,15653.62012,
18.04.2023,63951.98,1896.92,4.7334,4.6494,5.2565,4.2042,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7902,12153.41016,15684.95996,
17.04.2023,63074.98,1861.85,4.7361,4.6511,5.2874,4.2225,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7868,12157.71973,15668.33984,
16.04.2023,,,4.7301,4666,5.3041,4.2713,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7868,12157.71973,15668.33984,
15.04.2023,,,4.7467,4681,5.3369,4.2917,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7868,12157.71973,15668.33984,
14.04.2023,62678.74,1854.27,4.7486,4.6862,5.3404,4.2932,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7958,12123.46973,15601.78027,
13.04.2023,62277.88,1840.77,4757,4.6902,5.3648,4.3033,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,8020,12166.26953,15630.88965,
12.04.2023,61558.47,1816.28,4724,4.6803,5.3379,4.2739,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7978,11929.33984,15500.92969,
11.04.2023,60796.13,1783.31,4.6989,4.6785,5.3462,4.2855,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7928,12031.87988,15520.91992,
10.04.2023,,,4.7033,4.6805,5.3236,4.3168,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7928,12084.36035,15427.17969,
09.04.2023,,,4.6856,4.6755,5.3107,4.2934,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7928,12084.36035,15427.17969,
08.04.2023,,,4698,4.6801,5.3177,4.3043,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7928,12084.36035,15427.17969,
07.04.2023,,,4.7012,4685,5.3302,4.3247,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7928,12084.36035,15427.17969,
06.04.2023,59750.78,1754.24,4.7205,4.6816,5.3242,4.33,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,8022,12087.95996,15379.12988,
05.04.2023,59764.85,1756.95,4.75,4.6856,5.3364,4.3518,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7888,11996.86035,15368.25977,
04.04.2023,60261.78,1773.53,4.7623,4.6911,5.3417,4.3742,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7852,12126.33008,15374.11035,
03.04.2023,60278.95,1775.99,4697,4.6817,5.2966,4.3011,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7740,12189.4502,15487.75977,
02.04.2023,,,4.7154,4.6888,5.3385,4.3467,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7740,12189.4502,15487.75977,
01.04.2023,,,4.7167,4.6981,5.3561,4.3715,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7740,12189.4502,15487.75977,
31.03.2023,59826.45,1758.56,4.7477,4.7109,5.3808,4413,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7868,12221.91016,15374.91016,
30.03.2023,59885.38,1763.29,4.7728,4.7062,5362,4.4202,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7828,12013.46973,15200.58984,
29.03.2023,58304.08,1709.39,4.7718,4.6978,5.3427,4.4248,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7864,11926.24023,15123.95996,
28.03.2023,57893.26,1694.12,4.7938,4.7015,5.3341,4403,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7794,11716.08008,14949.34961,
27.03.2023,57605.43,1686.96,4.8035,4.6909,5.3227,4.3793,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7802,11768.83984,14894.84961,
26.03.2023,,,4.8054,4.6848,5.3013,4.3906,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7802,11768.83984,14894.84961,
25.03.2023,,,4.7578,4.6838,5.3068,4.4266,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7802,11768.83984,14894.84961,
24.03.2023,57108.23,1670.18,4.7319,4.6836,5.2648,4.4356,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7750,11823.95996,14758.57031,
23.03.2023,58101.02,1705.91,4.7342,4.7018,5.2811,4.4626,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7780,11787.40039,14693.01953,
22.03.2023,58122.37,1707.29,4.7156,4.6871,5.2836,4.3981,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7682,11669.95996,14741.08008,
21.03.2023,58470.54,1719.16,4.7402,4.7073,5.3268,4.4289,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7740,11860.11035,14985.9502,
20.03.2023,57602.26,1686.56,4728,4.7046,5.3147,4.4341,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7516,11675.54004,14777.7002,
19.03.2023,,,4.6743,4675,5.2676,4.4002,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7516,11675.54004,14777.7002,
18.03.2023,,,4.7031,4.6925,5.3218,4.4094,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7516,11675.54004,14777.7002,
17.03.2023,57430.91,1678.16,4.7424,4717,5.37,4.4475,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7470,11630.50977,14599.04981,
16.03.2023,58070.22,1706.55,4.7487,4.7162,5.3523,4.4697,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7326,11717.28027,14830.98047,
15.03.2023,57980.02,1707.42,4.7749,4.7245,5.3663,4463,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7206,11434.04981,14662.54981,
14.03.2023,59561.67,1755.3,4.8085,4.7525,5.3984,4.4873,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7306,11428.15039,14944.74023,
13.03.2023,59413.72,1753.3,4.8176,4.7538,5.3971,4.4687,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7294,11188.83984,14764.37012,
12.03.2023,,,4816,4.7469,5.3832,4.4524,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7294,11188.83984,14764.37012,
11.03.2023,,,4.8185,4.7542,5352,4.4515,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7294,11188.83984,14764.37012,
10.03.2023,60809.84,1799.58,4.8144,4.7747,5.3606,4.4888,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7362,11138.88965,14894.17969,
09.03.2023,61917.56,1835.94,4.8349,4.7728,5.3772,4.4601,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7386,11338.34961,15140.79004,
08.03.2023,62388.74,1860.83,4.8105,4.7593,5.3674,4.4372,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7462,11576,15440.63965,
07.03.2023,62125.39,1853.4,4.8519,4.7847,5.4193,4.4463,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7446,11530.33008,15439.01953,
06.03.2023,62506.67,1873.63,4.8582,4.7895,5.4003,4.4856,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7484,11675.74023,15694.33984,
05.03.2023,,,4.8283,4.7716,5.3922,4.4565,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7484,11675.74023,15694.33984,
04.03.2023,,,4.7912,4.7363,5.3427,4.4003,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7484,11675.74023,15694.33984,
03.03.2023,61437.78,1841.85,4.8004,4.7402,5.3351,4.4074,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7568,11689.00977,15721.05957,
02.03.2023,60670.04,1817.77,4.7856,4.7476,5.3212,4.4325,2,8.7,14.7,7.3,6.1,,,,,,,,,,,,,,,,7424,11462.98047,15524.51953,
01.03.2023,61716.19,1856.22,4.7458,4.7195,5.2764,4.3833,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7448,11379.48047,15436.29981,
28.02.2023,61365.76,1847.94,4.7023,4692,5.2571,4.2928,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7432,11455.54004,15428.96973,
27.02.2023,60554.22,1820.79,4.7147,4.7079,5.2838,4.2803,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7518,11466.98047,15492.92969,
26.02.2023,,,4.7222,4708,5.3279,4.3254,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7518,11466.98047,15492.92969,
25.02.2023,,,4.6918,4.7089,5.3595,4348,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7518,11466.98047,15492.92969,
24.02.2023,60214.67,1807.31,4.7054,4716,5.3609,4.3258,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7538,11394.94043,15464.45996,
23.02.2023,60671.45,1824.76,4.6961,4.7076,5.3505,4.3252,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7500,11590.40039,15584.92969,
22.02.2023,59877.22,1796.87,4.7142,4.7239,5369,4.3354,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7500,11507.07031,15530.83008,
21.02.2023,60749.32,1825.89,4687,4.7079,5.3263,4.3265,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7572,11492.29981,15572.51953,
20.02.2023,61503.27,1849.48,4.7014,4.7073,5.3443,4.3341,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7588,11492.29981,15572.51953,
19.02.2023,,,4.7118,4.7186,5.3648,4.3242,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7588,11492.29981,15572.51953,
18.02.2023,,,4.7281,4.7137,5.3711,4352,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7588,11492.29981,15572.51953,
17.02.2023,61731.57,1859.26,4.7437,4.7053,5.3625,4.3469,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7614,11787.26953,15840.16016,
16.02.2023,61880.22,1865.51,4.7449,4.7091,5.3543,4.3322,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7696,11855.83008,15873.78027,
15.02.2023,61886.78,1870.03,4.7005,4.6946,5.2992,4.3398,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7738,12070.58984,16016.08984,
14.02.2023,61424.29,1852.67,4.6959,4.7004,5.2998,4.3436,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7658,11960.15039,16025.11035,
13.02.2023,61400.53,1853.29,4.66,4.6915,5291,4.3272,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7632,11891.79004,16052.25,
12.02.2023,,,4.6773,4.6888,5.3035,4.3556,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7632,11891.79004,16052.25,
11.02.2023,,,4.7266,4.6871,5.2938,4.3639,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7632,11891.79004,16052.25,
10.02.2023,61329.78,1848.04,4.7525,4.6981,5.3266,4372,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7624,11718.12012,15910.69043,
09.02.2023,62786.7,1896.24,4.7606,4697,5.3515,4401,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7656,11789.58008,15828.59961,
08.02.2023,62306.5,1886.68,4.7437,4.6709,5.2892,4397,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7594,11910.51953,15934.71973,
07.02.2023,61847.43,1870.87,4.7454,4.6688,5.3064,4.3998,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7564,12113.79004,16021.62012,
06.02.2023,61699.79,1864.76,4.7342,4.68,5.2911,4.4373,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7628,11887.4502,15895.36035,
05.02.2023,,,4.7379,4.6784,5.2768,4.3811,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7628,11887.4502,15895.36035,
04.02.2023,,,4.7679,4.6899,5.2957,4.4018,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7628,11887.4502,15895.36035,
03.02.2023,62889.2,1906.13,4.7725,4.6969,5.3132,4.4078,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7644,12006.9502,15999.40039,
02.02.2023,62792.59,1903.79,4.7438,4.6938,5.3085,4.4127,2,8.7,14.7,7.3,6.9,,,,,,,,,,,,,,,,7510,12200.82031,16122.58008,
01.02.2023,61897.64,1871.93,4.7035,4.6558,5.2676,4.3671,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7408,11816.32031,16121.25,
31.01.2023,62748.32,1902.25,4.6925,4.6364,5.2722,4.37,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7406,11584.54981,16036.38965,
30.01.2023,62044.35,1889.82,4.7358,4.6551,5.2905,4.3726,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7388,11393.80957,15818.90039,
29.01.2023,,,4.7443,4.6648,5.3342,4.3947,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7388,11393.80957,15818.90039,
28.01.2023,,,4.7524,4.6804,5.3463,4.4001,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7388,11393.80957,15818.90039,
27.01.2023,62752.11,1911.5,4.7453,4.6886,5.3926,4.4153,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7386,11621.70996,15962.58008,
26.01.2023,62744.31,1911.61,4.7564,4.6934,5.3716,4.4227,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7324,11512.41016,15985.87012,
25.01.2023,62035.2,1886.24,4.7482,4.6843,5.4418,4.41,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7296,11313.36035,15889.26953,
24.01.2023,63056.02,1918.6,4.7439,4.6886,5449,4.3973,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7264,11334.26953,15868.21973,
23.01.2023,63182.12,1923.15,4.7551,4.6945,5.4638,4.4527,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7328,11364.41016,15880.08984,
22.01.2023,,,4.7624,4.6912,5453,4.4424,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7328,11364.41016,15880.08984,
21.01.2023,,,4.7474,4.6821,5.4317,4.4351,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7328,11364.41016,15880.08984,
20.01.2023,62302.88,1892.32,4.7496,4.6976,5.4484,4476,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7490,11140.42969,15777.54981,
19.01.2023,62060.72,1889.84,4.7608,4.6968,5438,4.4834,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7498,10852.26953,15569.62988,
18.01.2023,62693.89,1913.25,4.7472,4.6995,5.4534,4.4787,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7570,10957.00977,15649.12988,
17.01.2023,62543.84,1904.51,4.7542,4.6898,5.4558,4.4415,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7460,11095.11035,15883.55957,
16.01.2023,63432.47,1933.08,4.7576,4685,5461,4.4492,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7484,11095.11035,15883.55957,
15.01.2023,,,4758,4.6892,5.4564,4.4911,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7484,11095.11035,15883.55957,
14.01.2023,,,4.7421,4.6684,5.4151,4.5066,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7484,11095.11035,15883.55957,
13.01.2023,63137.92,1923.44,4.7449,4.6813,5.4141,4.5164,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7444,11079.16016,15918.37012,
12.01.2023,63316.14,1930.79,4.7555,4.6835,5.4185,4.4827,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7372,11001.09961,15859.54981,
11.01.2023,62830.84,1914.74,4.7729,4.6884,5.4497,4.5111,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7366,10931.66992,15749.08984,
10.01.2023,63564.51,1937.98,4.7808,4.6993,5.4542,4.5101,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7280,10742.62988,15608.16992,
09.01.2023,62923.07,1912.47,4.7807,4.6958,5.4205,4548,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7286,10635.65039,15514.44043,
08.01.2023,,,4.7977,4.7075,5.4362,4.5844,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7286,10635.65039,15514.44043,
07.01.2023,,,4.7944,4.7035,5.4294,4.5991,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7286,10635.65039,15514.44043,
06.01.2023,,,4.7675,4.7067,5.4075,4.5337,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7160,10569.29004,15539.74023,
05.01.2023,61337.59,1856.05,4.7909,4.7039,5395,4.5387,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7126,10305.24023,15225.40039,
04.01.2023,61249.66,1855.05,4.7888,4.6942,5.3593,4505,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7174,10458.75977,15350.29981,
03.01.2023,60236.87,1824.82,4.8059,4.6985,5.3404,4.5143,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7146,10386.98047,15154.4502,
02.01.2023,59060.52,1791.47,4.7977,4.6794,5.3546,4.5383,2,8.7,14.7,7.3,8.5,,,,,,,,,,,,,,,,7146,10386.98047,15154.4502,
01.01.2023,,,4.7905,4.7146,5.3795,4.7328,2,8.7,14.7,7.3,8.6,,,,,,,,,,,,,,,,7146,10386.98047,15154.4502,
31.12.2022,,,4.7467,4.7037,5361,4.6817,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7146,10386.98047,15154.4502,
30.12.2022,58864.46,1792.01,4.7417,4.6912,5.3894,4.6893,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7136,10466.48047,15184.30957,
29.12.2022,59033,1802.2,4731,4.6858,5.3687,4.6926,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7212,10478.08984,15241.20996,
28.12.2022,57978.03,1767.88,4.7523,4.6898,5.3825,4.7975,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7128,10213.29004,15037.32031,
27.12.2022,57915.49,1765.87,4.7697,4.7101,5433,4.8291,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7128,10353.23047,15218.25977,
26.12.2022,,,4.7656,4.7039,5.4601,4.7485,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7128,10353.23047,15218.25977,
25.12.2022,,,4.7376,4.7089,5.4748,4734,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7128,10353.23047,15218.25977,
24.12.2022,,,4.7705,4.7199,5.4733,4.7477,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7128,10353.23047,15218.25977,
23.12.2022,58417.35,1780.27,4.7798,4.7504,5.4728,4.7216,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7130,10497.86035,15188.4502,
22.12.2022,58450.57,1780.07,4.8203,4.7723,5.5146,4.7538,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7188,10476.12012,15081.53027,
21.12.2022,58673.21,1786.1,4.8359,4.7805,5.4898,4.8499,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7154,10709.37012,15219.54981,
20.12.2022,58002.22,1763.2,4.8612,4.7866,5.5126,4.8669,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7104,10547.11035,15000.62012,
19.12.2022,57444.56,1743.24,4852,4.7804,5.4537,4.9,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7134,10546.03027,14938.03027,
18.12.2022,,,4.8717,4.7955,5.4837,4.9024,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7134,10546.03027,14938.03027,
17.12.2022,,,4.8899,4.7997,5.5061,4.8892,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7134,10546.03027,14938.03027,
16.12.2022,57374.35,1741.3,4.9091,4.8092,5.5256,4.8929,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7340,10705.41016,15018.16992,
15.12.2022,57819.09,1756.52,4.9392,4.8229,5.5801,4.9522,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7468,10810.53027,15182.28027,
14.12.2022,58831.4,1787.37,4.9526,4833,5.5886,4.9569,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7614,11170.88965,15494.98047,
13.12.2022,58748.2,1784.67,4.9964,4.8468,5.5395,4.9905,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7608,11256.80957,15562.54004,
12.12.2022,57855.42,1755.34,5.0231,4.8536,5.5205,5.0014,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7626,11143.74023,15468.66992,
11.12.2022,,,5.0179,4.8711,5541,5.0171,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7626,11143.74023,15468.66992,
10.12.2022,,,5.0372,4.8677,5.5542,5.0239,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7626,11143.74023,15468.66992,
09.12.2022,57131.88,1730.16,5.0065,4.8606,5.5505,4.9588,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7406,11004.62012,15291.04981,
08.12.2022,57010.79,1725.66,4.9874,4.8445,5.5303,4.8989,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7380,11082,15399.94043,
07.12.2022,57284.51,1735.66,4.9299,4.8128,5.5269,4838,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7888,10958.54981,15311.79004,
06.12.2022,57207.09,1733.59,4.9215,4.8007,5532,4.8615,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7850,11014.88965,15328.45996,
05.12.2022,57819.13,1746.54,4.9806,4.8272,5.5155,4.9207,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7980,11239.94043,15474.79004,
04.12.2022,,,5.0714,4.8698,5556,4.9533,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7980,11239.94043,15474.79004,
03.12.2022,,,5.12,4.8637,5.4331,5.0328,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,7980,11239.94043,15474.79004,
02.12.2022,57546.69,1733.46,5071,4.8147,5.3856,5.0381,2.1,10.1,16.6,7.7,8.6,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,8272,11461.5,15767.01953,
01.12.2022,58204.03,1766.38,5.0135,4.7616,5.3465,4.9476,2.1,10.1,16.6,7.7,9.2,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,8270,11482.4502,15761.12012,
30.11.2022,57287.26,1736.26,4.9846,4.7566,5.2822,4.9113,2.1,10.1,16.6,7.7,9.2,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,8248,11468,15780.01953,
29.11.2022,57231.81,1736.19,4.9701,4.7591,5453,4.8796,2.1,10.1,16.6,7.7,9.2,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,8044,10983.78027,15433.45996,
28.11.2022,57043.66,1728.74,4.9621,4.7758,5475,4.8343,2.1,10.1,16.6,7.7,9.2,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,8138,11049.5,15370.44043,
27.11.2022,,,4.9687,4.7449,5.4289,4.7919,2.1,10.1,16.6,7.7,9.2,,-12430.8,0,-3.8,5.2,0,0,0,0,0,0,0,0,0,0,8138,11049.5,15370.44043,
