Date;Open;High;Low;Close;Volume
2008-04-10;47576.5;47697.6;47576.5;47697.6;36124471
2008-04-11;48067.2;48067.2;46604;46604;56451696
2008-04-14;46499.9;46499.9;46254.6;46273.3;49470657
2008-04-15;46133.5;46570.6;46133.5;46570.6;71538015
2008-04-16;46576.4;46674.1;46576.4;46674.1;65695740
2008-04-17;46547.3;46580.9;46342.9;46580.9;45738924
2008-04-18;46679.3;47056.4;46679.3;47056.4;61122981
2008-04-21;46819.7;46819.7;46402;46515.5;67063399
2008-04-22;46078;46078;45452.9;45715;107884707
2008-04-23;45199.8;45199.8;44955;44955;58689457
2008-04-24;45435.6;45522.9;45435.6;45522.9;55535428
2008-04-25;45893.7;46028.3;45829.8;45829.8;54089267
2008-04-28;46272.5;46364.5;46154.5;46364.5;46282794
2008-04-29;45967.6;45967.6;45754.6;45754.6;38850490
2008-04-30;45621.1;46233.9;45621.1;46233.9;31979309
2008-05-05;46785.4;46965.9;46762.4;46965.9;30279038
2008-05-06;47105.3;47105.3;46849.6;47049.7;33336515
2008-05-07;47619.4;47847.3;47619.4;47779;55770534
2008-05-08;47261;47261;47247.1;47256.4;32983260
2008-05-09;47110.6;47117.5;47110.6;47117.5;32618815
2008-05-12;47505.5;47511;47484.7;47511;38394561
2008-05-13;47547.3;47628.5;47547.3;47579;38608140
2008-05-14;47943.4;47943.4;47826.5;47887.4;54290855
2008-05-15;47463.8;47463.8;47285.5;47285.5;57517417
2008-05-16;47472.4;47484.3;47458.1;47458.1;54780318
2008-05-19;47221.4;47221.4;46990.3;47196;50203238
2008-05-20;46918.4;46918.4;46494.8;46494.8;43282347
2008-05-21;46581.2;46581.2;46224.7;46489.8;47389547
2008-05-23;45882.4;46055.1;45882.4;46055.1;69366229
2008-05-26;46156;46156;45981.2;46120.3;32338326
2008-05-27;46235.5;46243.5;46092.3;46092.3;34090916
2008-05-28;46467.5;46533.6;46379.7;46379.7;56362448
2008-05-29;46487.8;46487.8;45835.6;46039.9;52455025
2008-05-30;46182.2;46253.7;46086.4;46086.4;55877577
2008-06-02;45834.9;45879.8;45834.9;45851.9;29732620
2008-06-03;45996.2;46182.1;45996.2;46182.1;55942993
2008-06-04;45818.9;45818.9;45413.5;45413.5;49544256
2008-06-05;45691.1;45691.1;45491.6;45595.7;54708199
2008-06-06;45929.4;45929.4;45307.4;45307.4;41805198
2008-06-09;44474;44539;44474;44517.5;42129635
2008-06-10;43694.4;43694.4;42999.2;43265.9;73499677
2008-06-11;43182.9;43182.9;42443.2;42443.2;57290793
2008-06-12;42357.3;42914.4;42357.3;42914.4;45787276
2008-06-13;42586.2;43064.6;42586.2;43064.6;37278953
2008-06-16;43348.8;43348.8;42728.9;42753.5;52779701
2008-06-17;43036.6;43243;42978;42978;41320239
2008-06-18;42694.3;42694.3;42316.9;42316.9;61912810
2008-06-19;42701.2;42731.1;42701.2;42722.4;52563933
2008-06-20;42973.9;42973.9;42411.4;42411.4;52988027
2008-06-23;42091.6;42091.6;41696.7;41696.7;34387420
2008-06-24;41570.1;41570.1;41356.1;41435.8;49175311
2008-06-25;41542.3;41542.3;41460.5;41509.1;35369023
2008-06-26;41388.7;41588.4;41173.8;41588.4;36152642
2008-06-27;40803.1;40900.6;40803.1;40807.4;59469078
2008-06-30;40474.7;40636.7;40474.7;40550.5;46895624
2008-07-01;40016.3;40016.3;39647.4;39890.6;66110156
2008-07-02;39807.2;39837.5;39706.7;39837.5;51432466
2008-07-03;39481.2;39621.9;39481.2;39548.6;66785005
2008-07-04;39283.8;39283.8;39018;39018;49177218
2008-07-07;38668.6;38906.9;38668.6;38906.9;42623340
2008-07-08;38183.4;38895.7;38183.4;38895.7;71335517
2008-07-09;39481.2;39481.2;39411.1;39460.2;73535783
2008-07-10;39432.1;39432.1;39100;39100;62504145
2008-07-11;39082;39082;38365.3;38394.9;59413186
2008-07-14;38142.1;38423.7;38142.1;38290.2;57837266
2008-07-15;37724.1;37724.1;37118.7;37118.7;69730925
2008-07-16;37197.9;37197.9;36998.4;36998.4;64498408
2008-07-17;37576.2;38180.3;37576.2;38180.3;88238618
2008-07-18;37987.6;38419.3;37987.6;38366.2;65216009
2008-07-21;38701.8;39279.2;38701.8;39279.2;54916040
2008-07-22;39248.6;39349.9;39085.7;39349.9;59198804
2008-07-23;39933.8;40259.9;39933.8;40259.9;89575061
2008-07-24;40465.9;40465.9;39940;39940;75589465
2008-07-25;39399.6;40221.2;39399.6;40221.2;60825066
2008-07-28;40387;40460.7;40387;40460.7;60821388
2008-07-29;40279.4;40454.7;40264.4;40454.7;48961276
2008-07-30;41249.4;42033.6;41249.4;42033.6;173546242
2008-07-31;41865;42028.9;41425.7;42028.9;100596395
2008-08-01;41500.8;41615;41500.8;41615;86514375
2008-08-04;41462.6;41462.6;41204.5;41204.5;53745719
2008-08-05;41412.8;41733.7;41412.8;41733.7;78539329
2008-08-06;41544.7;41544.7;41036.5;41036.5;72711881
2008-08-07;41403.1;41403.1;40493.3;40493.3;67643321
2008-08-08;40298.1;40298.1;40023.9;40220.6;50406828
2008-08-11;40453.6;40530.1;40453.6;40530.1;40992594
2008-08-12;41003.5;41057.5;40806.2;41057.5;52563825
2008-08-13;40836.8;40836.8;40647.5;40647.5;42400646
2008-08-14;40839.5;40839.5;40380.5;40514.2;51300039
2008-08-18;40464.6;40602.1;40345.3;40345.3;51422282
2008-08-19;39938.4;39938.4;39320.3;39382.2;118858020
2008-08-20;39438.4;39506.6;39280.6;39506.6;48109453
2008-08-21;39309.3;39514.8;39295.9;39514.8;40924426
2008-08-22;39815.1;40002.9;39815.1;40002.9;39068419
2008-08-25;40107.5;40107.5;39887.7;39887.7;44957906
2008-08-26;39521.8;39521.8;39398.3;39398.3;34492347
2008-08-27;39046.3;39130;39046.3;39079.4;45610294
2008-08-28;39158.6;39761.6;39158.6;39761.6;48145490
2008-08-29;39999.1;40087.8;39999.1;40087.8;42578013
2008-09-01;40023.2;40092.4;40023.2;40058.7;40616928
2008-09-02;40565.6;41028.3;40565.6;41028.3;88215112
2008-09-03;40921.6;40921.6;40800.5;40800.5;55914409
2008-09-04;40939.7;40939.7;40900.8;40930.9;41928742
2008-09-05;39987.2;39987.2;39602.3;39602.3;62495628
2008-09-08;40363.3;40410.4;40337.8;40337.8;37590569
2008-09-09;40307;40307;39963.3;39963.3;35586122
2008-09-10;39531.4;39531.4;39152.8;39327.1;43310358
2008-09-11;39040.7;39040.7;38784.6;38784.6;44424020
2008-09-12;39135.1;39135.1;38869.3;38872.8;36472152
2008-09-15;37922.1;37922.1;37396;37476;74200493
2008-09-16;37162;37162;36340.8;36340.8;71770405
2008-09-17;36625.2;36625.2;36054.1;36246.2;75471790
2008-09-18;36205.8;36451.4;36174.3;36451.4;80253621
2008-09-19;37414.4;38197.1;37414.4;38197.1;81524728
2008-09-22;38200.4;38200.4;38086.4;38086.4;50212979
2008-09-23;37166.7;37258;37166.7;37225.6;68498284
2008-09-24;37416.8;37416.8;37305.1;37305.1;45669662
2008-09-25;37666.4;38236.3;37666.4;38236.3;78404995
2008-09-26;38297.8;38297.8;38150.6;38289.4;84628634
2008-09-29;37514.1;37514.1;36699.5;36699.5;130235489
2008-09-30;36322.8;37207.9;36322.8;37207.9;138995579
2008-10-01;37940.4;37940.4;37602.7;37602.7;102268664
2008-10-02;37687.5;37687.5;36991.4;36991.4;134803236
2008-10-03;36593.2;36674.7;36547.7;36674.7;46007699
2008-10-06;35177.9;35177.9;34733.8;34733.8;78516843
2008-10-07;34221.7;34221.7;34074.9;34074.9;78701214
2008-10-08;32633.8;33566.6;32633.8;33566.6;137194735
2008-10-09;33754.6;33754.6;33586.2;33665.4;55916458
2008-10-10;31601.8;31601.8;29676.9;31024.5;135459645
2008-10-13;31798.8;31798.8;31498.5;31498.5;66351420
2008-10-14;32774.6;32830.8;32685;32685;83525978
2008-10-15;31413.2;31413.2;30945.4;30945.4;57509434
2008-10-16;30039.3;30348;30018.5;30018.5;82522761
2008-10-17;29167.6;29167.6;28253.2;28583;101122329
2008-10-20;29243;29243;28630.4;28630.4;59987817
2008-10-21;29206.9;29206.9;28846.2;29043.7;80702095
2008-10-22;28057.7;28057.7;27226.1;27226.1;59320101
2008-10-23;26083.9;26198.5;26083.9;26198.5;97312429
2008-10-24;25231.7;25250.3;24778.9;25250.3;92676493
2008-10-27;24285.3;25339.1;24285.3;25282.9;86645134
2008-10-28;25876.7;25877;25815.1;25877;67288383
2008-10-29;26976.6;27522.7;26976.6;27500.8;85782560
2008-10-30;28072.7;28072.7;28005.8;28028.8;103088930
2008-10-31;27635.9;28358.6;27635.9;28358.6
2008-11-03;28583;28583;28159.6;28408.9;67291886
2008-11-04;29005.2;29546;29005.2;29546;117956302
2008-11-05;28929.5;29058.2;28929.5;29032.2;77279862
2008-11-06;27977.6;28065.1;27927.8;27927.8;84608831
2008-11-07;28307.1;28382.6;27904.6;28382.6;73686324
2008-11-10;29090;29090;28774;28774;45889676
2008-11-12;27511.6;27572.3;26905.7;27572.3;80730012
2008-11-13;26543.2;26949.2;26543.2;26654.2;63842644
2008-11-14;27213.9;27213.9;26895.7;27046.1;53402620
2008-11-17;26677.3;26677.3;26454;26508.5;57524283
2008-11-18;25674.7;25927.2;25674.7;25712.1;80816209
2008-11-19;25746.9;26052.9;25663.8;26052.9;82165377
2008-11-20;24837.3;24874.8;24792.6;24792.6;99598664
2008-11-21;25280.5;25348.1;25280.5;25348.1;59968082
2008-11-24;26011.8;26926.1;26011.8;26926.1;80439481
2008-11-25;27242.6;27242.6;27186.3;27186.3;182769911
